Entry number,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),Redshift,SED Class,Log Î½Sync. Z corr. (Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Spectral Index,Spectral Type,Power Law Index,Radio flux (mJy),X Flux (erg cm-2 s-1),USNO Vmag,SDSS Vmag,Seq,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,z,u_z,Rmag,Class,FR,F143,FX,FF,aro,RA_deg,DEC_deg,Separation
909,3FGL J1250.5+0217,PKS 1247+025,5BZBJ1250+0216,bll,192.6357532,2.275603664,0.955,LSP,13.812,1.0,0.88,0.0,6.41,4.0418988E-10,2.3279,PowerLaw,2.33,340.8402,0,19.5971,19.03,1991,5BZB J1250+0216,12,50,32.57,+,2,16,32.08,302.4,65.14,0.959,?,19.7,BL Lac,341.0,0,0.0,0.0,0.733,192.63570833333333,2.275577777777778,0.18636531402655154
911,3FGL J1251.3+1041,1RXS J125117.4+103914,5BZBJ1251+1039,bll,192.8245176,10.65202895,0.2454,HSP,15.55,0.99,0.0,0.0,6.39,3.6898012E-10,2.4387,PowerLaw,2.44,5.2371,1.41e- 12,17.5685,17.6,1993,5BZB J1251+1039,12,51,17.88,+,10,39,5.29,302.81,73.52,0.245," ",18.2,BL Lac,5.0,0,0.89,4.0E-10,0.368,192.8245,10.651469444444444,2.015182260004183
912,3FGL J1253.2+5300,S4 1250+53,5BZBJ1253+5301,bll,193.299669,53.01992683,0.0,LSP,13.94,1.0,0.97,0.88,47.52,4.1760293E-9,1.8972,LogParabola,2.0,488.2964,4.75e- 13,16.7211,16.9,2001,5BZB J1253+5301,12,53,11.92,+,53,1,11.71,122.32,64.1,0.0," ",17.5,BL Lac,488.0,0,0.27,4.0E-10,0.595,193.29966666666667,53.01991944444444,0.02706388140462576
913,3FGL J1253.7+0327,MG1 J125348+0326,5BZGJ1253+0326,bll,193.445857,3.441785683,0.0657,HSP,15.422,1.0,0.87,0.89,12.13,7.4913969E-10,1.8418,PowerLaw,1.84,107.1076,2.95e- 12,12.3189,14.11,2003,5BZG J1253+0326,12,53,46.98,+,3,26,30.08,304.38,66.3,0.066," ",14.8,BL Lac-galaxy dominated,107.0,0,1.67,0.0,0.23,193.44574999999998,3.4416888888888892,0.5189102172490846
914,3FGL J1254.1+6240,1RXS J125400.1+624303,5BZBJ1253+6242,bll,193.4971255,62.71600087,0.0,HSP,15.176,0.99,0.0,0.0,7.07,2.6135463E-10,1.9022,PowerLaw,1.9,12.1354,5.66e- 13,19.3186,18.13,2004,5BZB J1253+6242,12,53,59.41,+,62,42,57.2,122.42,54.41,0.0," ",18.8,BL Lac,12.0,0,0.32,3.0E-10,0.414,193.49754166666665,62.71588888888889,0.796354042248103
916,3FGL J1254.5+2210,TXS 1252+224,5BZBJ1254+2211,bll,193.6386408,22.18434717,0.0,HSP,15.2,1.0,0.87,0.0,10.83,6.0064859E-10,1.9957,PowerLaw,2.0,101.2599,0,18.0772,16.74,2006,5BZB J1254+2211,12,54,33.27,+,22,11,3.69,311.24,85.0,0.0," ",17.3,BL Lac,101.0,0,0.0,7.0E-10,0.41,193.638625,22.184358333333332,0.06625058173166001
917,3FGL J1254.9- 4423,PKS 1252-441,5BZGJ1254-4424,bll,193.7396378,-44.41572285,0.041,LSP,13.816,1.0,0.9,0.0,4.45,3.1340824E-10,2.1948,PowerLaw,2.19,368.1,0,9.773,0.0,2009,5BZG J1254-4424,12,54,57.5,-,44,24,56.59,303.59,18.44,0.041," ",9.8,BL Lac-galaxy dominated,361.0,0,0.0,0.0,-0.049,193.73958333333334,-44.41571944444444,0.1405917283790124
918,3FGL J1256.1- 0547,3C 279,5BZQJ1256-0547,fsrq,194.0465273,-5.789312469,0.536,LSP,13.106,1.0,0.99,0.99,160.6,2.057495E-8,2.2329,LogParabola,2.34,9711.8711,4.05e- 11,16.5449,0.0,2014,5BZQ J1256-0547,12,56,11.16,-,5,47,21.51,305.1,57.06,0.536," ",15.0,QSO RLoud flat radio sp.,9711.0,9712,20.9,2.56E-8,0.712,194.0465,-5.7893083333333335,0.09890573275268742
919,3FGL J1256.3- 1146,PMN J1256-1146,5BZGJ1256-1146,bcu I,194.0664689,-11.77703892,0.05791,HSP,15.722,1.0,0.85,0.87,11.11,6.66387E-10,1.907,PowerLaw,1.91,54.5147,1.71e- 12,11.3963,0.0,2015,5BZG J1256-1146,12,56,15.95,-,11,46,37.3,304.81,51.07,0.058," ",12.2,BL Lac-galaxy dominated,54.0,0,0.74,1.0E-9,0.026,194.06645833333334,-11.777027777777779,0.05473328820320024
921,3FGL J1256.9+3649,1RXS J125716.0+364713,5BZBJ1257+3647,bll,194.319097,36.78747676,0.531,HSP,15.17,0.92,0.0,0.0,12.51,6.6889905E-10,2.079,PowerLaw,2.08,72.6652,7.07e- 13,17.645,17.26,2019,5BZB J1257+3647,12,57,16.57,+,36,47,14.89,116.0,80.26,0.531,?,17.7,BL Lac,73.0,0,0.46,8.0E-10,0.439,194.31904166666666,36.78746944444444,0.16169097631677007
922,3FGL J1258.0+6120,NVSS J125820+612049,5BZBJ1258+6120,bll,194.586589,61.3470581,0.224,ISP,14.548,1.0,0.0,0.0,5.14,2.0149174E-10,2.0963,PowerLaw,2.1,10.3146,0,18.4149,22.02,2023,5BZB J1258+6120,12,58,20.79,+,61,20,45.49,121.45,55.76,0.224," ",18.4,BL Lac,10.0,0,0.0,0.0,0.443,194.586625,61.34596944444445,3.9196526713145152
923,3FGL J1258.1+3233,ON 393,5BZQJ1257+3229,fsrq,194.4884661,32.49147944,0.806,LSP,13.377,0.95,0.89,0.0,11.92,5.7806876E-10,2.4667,PowerLaw,2.47,652.5592,4.98e- 13,18.205,18.39,2021,5BZQ J1257+3229,12,57,57.23,+,32,29,29.29,108.56,84.45,0.805," ",18.8,QSO RLoud flat radio sp.,652.0,0,0.31,4.0E-10,0.762,194.4884583333333,32.49146944444445,0.04302357307438828
926,3FGL J1258.7- 2219,PKS 1256-220,5BZQJ1258-2219,fsrq,194.7269949,-22.32531267,1.303,LSP,13.322,1.0,0.95,0.0,16.49,1.5254287E-9,2.339,PowerLaw,2.34,792.8557,0,18.9647,0.0,2026,5BZQ J1258-2219,12,58,54.47,-,22,19,31.11,305.2,40.51,1.303," ",18.8,QSO RLoud flat radio sp.,793.0,420,0.0,2.0E-9,0.772,194.72695833333336,-22.325308333333332,0.12276922824439358
927,3FGL J1259.0- 2310,PKS B1256-229,5BZUJ1259-2310,bcu I,194.7852585,-23.17740404,0.481,LSP,13.623,1.0,0.93,0.0,8.19,6.0916427E-10,2.0286,PowerLaw,2.03,482.6384,0,16.4907,0.0,2028,5BZU J1259-2310,12,59,8.45,-,23,10,38.71,305.23,39.65,0.481," ",18.1,Blazar Uncertain type,482.0,0,0.0,0.0,0.623,194.78520833333332,-23.177419444444446,0.17504084090710909
929,3FGL J1300.2+1416,OW 197,5BZQJ1300+1417,fsrq,195.0871617,14.28848099,1.106,LSP,13.003,0.99,0.87,0.0,11.92,4.1552886E-10,2.8551,PowerLaw,2.86,559.6301,6.95e- 13,18.5334,18.53,2032,5BZQ J1300+1417,13,0,20.9,+,14,17,18.49,312.56,76.99,1.106," ",18.7,QSO RLoud flat radio sp.,560.0,0,0.34,0.0,0.735,195.08708333333334,14.288469444444445,0.2765341758497924
931,3FGL J1302.6+5748,TXS 1300+580,5BZUJ1302+5748,bcu I,195.7186053,57.81044701,1.088,LSP,12.28,1.0,0.89,0.0,6.26,2.5505056E-10,2.272,PowerLaw,2.27,321.0931,3.08e- 13,21.145,18.73,2043,5BZU J1302+5748,13,2,52.47,+,57,48,37.58,119.95,59.25,1.088," ",19.5,Blazar Uncertain type,320.0,0,0.22,0.0,0.718,195.718625,57.81043888888889,0.047771549803075714
932,3FGL J1303.0+2435,MG2 J130304+2434,5BZBJ1303+2433,bll,195.7634046,24.5654805,0.993,LSP,13.13,1.0,0.87,0.0,28.55,1.9113973E-9,2.181,PowerLaw,2.18,122.6806,0,0.0,18.92,2045,5BZB J1303+2433,13,3,3.23,+,24,33,55.8,349.11,86.33,0.0," ",19.4,BL Lac,123.0,0,0.0,3.0E-9,0.704,195.76345833333335,24.5655,0.1894196207478086
933,3FGL J1303.7- 4619,PMN J1303-4621,5BZQJ1303-4621,fsrq,195.9178355,-46.35067452,1.664,LSP,13.976,1.0,0.0,0.0,9.43,6.7422123E-10,2.3898,PowerLaw,2.39,74.8,0,0.0,0.0,2047,5BZQ J1303-4621,13,3,40.27,-,46,21,2.3,305.13,16.46,1.664," ",0.0,QSO RLoud flat radio sp.,76.0,0,0.0,7.0E-10,-9.9,195.9177916666667,-46.35063888888889,0.16827758552490982
935,3FGL J1304.3- 4353,1RXS J130421.2- 435308,5BZBJ1304-4353,bll,196.087208,-43.88575,0.0,HSP,15.497,1.0,0.83,0.95,33.53,3.1930316E-9,1.9075,PowerLaw,1.91,43.8,6.31e- 12,16.7127,0.0,2048,5BZB J1304-4353,13,4,20.99,-,43,53,10.21,305.39,18.92,0.0," ",16.1,BL Lac,44.0,0,2.24,3.7E-9,0.25,196.08745833333333,-43.88616944444444,1.6437664493223407
936,3FGL J1304.8- 0338,PKS 1302-035,5BZQJ1304-0346,fsrq,196.1818427,-3.767375497,1.25,LSP,12.882,0.97,0.88,0.0,4.42,2.920951E-10,2.2805,PowerLaw,2.28,826.6665,0,18.8352,0.0,2049,5BZQ J1304-0346,13,4,43.66,-,3,46,2.38,309.36,58.93,1.25," ",19.4,QSO RLoud flat radio sp.,826.0,0,0.0,0.0,0.833,196.18191666666667,-3.7673277777777776,0.3164023659759896
938,3FGL J1305.5+7854,S5 1304+79,5BZBJ1305+7854,bll,196.2500592,78.90994344,0.0,LSP,12.48,1.0,0.89,0.0,9.37,3.8135448E-10,2.377,PowerLaw,2.38,287.6952,0,19.5298,0.0,2050,5BZB J1305+7854,13,5,0.05,+,78,54,35.6,122.1,38.19,0.0," ",19.6,BL Lac Candidate,287.0,0,0.0,3.0E-10,0.723,196.25020833333335,78.9098888888889,0.22188143435690297
940,3FGL J1307.6- 4300,1RXS J130737.8- 425940,5BZBJ1307-4259,bcu II,196.9082655,-42.99416256,0.0,HSP,15.497,1.0,0.83,0.96,23.7,1.9505042E-9,1.8374,PowerLaw,1.84,36.2,6.76e- 12,15.8819,0.0,2056,5BZB J1307-4259,13,7,37.97,-,42,59,38.9,306.07,19.77,0.0," ",15.6,BL Lac,36.0,0,2.39,2.0E-9,0.248,196.90820833333333,-42.99413888888889,0.17297433399329848
941,3FGL J1308.7+3545,5C 12.291,5BZQJ1308+3546,fsrq,197.0987881,35.77698998,1.055,LSP,12.758,1.0,0.82,0.0,10.91,5.5332861E-10,2.3566,PowerLaw,2.36,239.8165,3.67e- 13,0.0,19.29,2057,5BZQ J1308+3546,13,8,23.7,+,35,46,37.2,101.31,80.63,1.055," ",20.0,QSO RLoud flat radio sp.,239.0,447,0.23,1.1E-9,0.81,197.09875,35.777,0.11697828830858406
942,3FGL J1309.3+4304,B3 1307+433,5BZBJ1309+4305,bll,197.3563592,43.08488262,0.691,HSP,15.128,1.0,0.89,0.87,29.05,1.7442684E-9,1.9358,PowerLaw,1.94,60.1409,7.12e- 13,17.2695,16.59,2060,5BZB J1309+4305,13,9,25.53,+,43,5,5.6,111.2,73.63,0.0," ",17.0,BL Lac,60.0,0,0.4,1.8E-9,0.374,197.35637499999999,43.08488888888889,0.0472762360974605
943,3FGL J1309.5+1154,4C +12.46,5BZBJ1309+1154,bll,197.3913852,11.90682029,0.0,LSP,13.32,1.0,0.94,0.0,9.13,5.8437222E-10,2.1432,PowerLaw,2.14,855.5696,0,18.1112,17.68,2061,5BZB J1309+1154,13,9,33.93,+,11,54,24.58,319.42,74.19,0.0," ",18.4,BL Lac,855.0,369,0.48,5.0E-10,0.793,197.391375,11.906827777777778,0.04491755883302128
944,3FGL J1310.2- 1159,TXS 1307-117,5BZBJ1310-1157,bll,197.551785,-11.9630575,0.14,HSP,16.068,1.0,0.84,0.87,6.87,3.3551123E-10,1.7975,PowerLaw,1.8,83.3951,2.61e- 12,14.0894,0.0,2063,5BZB J1310-1157,13,10,12.48,-,11,57,46.4,310.18,50.64,0.14," ",14.7,BL Lac Candidate,83.0,0,1.21,0.0,0.239,197.552,-11.962888888888887,0.97045649946533
946,3FGL J1310.6+3222,OP 313,5BZUJ1310+3220,fsrq,197.6194327,32.34549521,0.997,LSP,13.3,1.0,0.94,0.0,51.97,3.6532102E-9,2.1528,LogParabola,2.25,1687.166,8.53e- 13,19.0156,17.13,2065,5BZU J1310+3220,13,10,28.66,+,32,20,43.8,85.69,83.34,0.997," ",17.6,Blazar Uncertain type,1687.0,1303,0.53,5.3E-9,0.683,197.61941666666667,32.3455,0.051723145696405196
947,3FGL J1310.7+5515,TXS 1308+554,5BZQJ1311+5513,fsrq,197.7633783,55.23175623,0.925,LSP,13.364,0.99,0.88,0.0,6.11,2.3894811E-10,2.5272,PowerLaw,2.53,425.3318,0,20.1436,18.65,2068,5BZQ J1311+5513,13,11,3.21,+,55,13,54.29,117.03,61.67,0.925," ",19.2,QSO RLoud flat radio sp.,425.0,0,0.18,0.0,0.777,197.763375,55.231747222222225,0.033128104960037104
948,3FGL J1311.0+0036,RX J1311.1+0035,5BZBJ1311+0035,bll,197.7769834,0.586124217,0.0,HSP,15.755,1.0,0.0,0.83,4.71,1.6436524E-10,1.5452,PowerLaw,1.55,17.8491,1.65e- 12,17.4011,17.36,2069,5BZB J1311+0035,13,11,6.47,+,0,35,9.99,313.82,63.03,0.0," ",17.8,BL Lac,17.0,0,0.94,4.0E-10,0.34,197.77695833333334,0.5861083333333333,0.10682740800775758
949,3FGL J1312.5- 2155,PKS 1309-216,5BZBJ1312-2156,bll,198.1314782,-21.9398303,1.6,HSP,15.455,1.0,0.94,0.0,20.82,1.8015451E-9,2.0748,PowerLaw,2.07,349.7491,0,17.435,0.0,2075,5BZB J1312-2156,13,12,31.55,-,21,56,23.38,309.38,40.66,1.491,?,18.1,BL Lac,349.0,0,0.0,2.2E-9,0.545,198.13145833333334,-21.93982777777778,0.06695879582802756
950,3FGL J1312.7+4828,GB 1310+487,5BZUJ1312+4828,agn,198.1806402,48.47526126,0.638,LSP,13.136,1.0,0.95,0.0,66.04,4.8591029E-9,2.0411,LogParabola,2.13,221.0698,0,0.0,20.04,2076,5BZU J1312+4828,13,12,43.34,+,48,28,30.9,113.37,68.25,0.501," ",21.0,Blazar Uncertain type,221.0,0,0.28,9.0E-9,0.801,198.18058333333332,48.47525,0.14164209579088316
952,3FGL J1312.8- 0424,PKS B1310-041,5BZQJ1312-0424,fsrq,198.2120886,-4.413858886,0.825,LSP,13.336,1.0,0.88,0.0,16.46,9.7162478E-10,2.4872,PowerLaw,2.49,226.7262,6.37e- 13,0.0,0.0,2077,5BZQ J1312-0424,13,12,50.89,-,4,24,49.89,313.05,58.03,0.825," ",19.3,QSO RLoud flat radio sp.,226.0,0,0.32,4.0E-10,0.746,198.21204166666664,-4.413858333333334,0.16847064155731836
953,3FGL J1314.7- 4237,MS 13121-4221,5BZGJ1315-4236,bcu II,198.7642,-42.6139,0.0,HSP,16.28,1.0,0.0,0.0,4.47,3.5051145E-10,2.0821,PowerLaw,2.08,13.9,0,15.7351,0.0,2082,5BZG J1315-4236,13,15,3.39,-,42,36,49.71,307.55,20.04,0.105," ",14.1,BL Lac-galaxy dominated,14.0,0,8.85,0.0,-0.01,198.76412499999998,-42.61380833333333,0.3852044802400963
954,3FGL J1314.8+2349,TXS 1312+240,5BZBJ1314+2348,bll,198.6825255,23.8074396,0.0,ISP,14.93,1.0,0.88,0.85,21.89,1.4177626E-9,2.0479,PowerLaw,2.05,184.2576,1.77e- 12,17.3886,16.31,2081,5BZB J1314+2348,13,14,43.8,+,23,48,26.78,1.91,83.78,0.0," ",16.8,BL Lac,184.0,0,1.1,1.4E-9,0.449,198.6825,23.80743888888889,0.08402749261247902
956,3FGL J1316.0- 3338,PKS 1313-333,5BZQJ1316-3338,fsrq,199.0332747,-33.64977019,1.21,LSP,13.464,1.0,0.96,0.0,25.3,2.296322E-9,2.3227,PowerLaw,2.32,1278.2679,0,17.6163,0.0,2085,5BZQ J1316-3338,13,16,7.98,-,33,38,59.2,308.8,28.93,1.21," ",17.7,QSO RLoud flat radio sp.,1278.0,838,0.97,2.6E-9,0.73,199.03325,-33.64977777777778,0.07890000180609685
957,3FGL J1317.8+3429,S4 1315+34,5BZQJ1317+3425,fsrq,199.4020591,34.42109233,1.05,LSP,13.43,0.99,0.85,0.0,6.11,2.5125466E-10,2.5836,PowerLaw,2.58,529.4026,5.52e- 13,19.0788,18.37,2087,5BZQ J1317+3425,13,17,36.48,+,34,25,15.88,86.93,80.79,1.055," ",18.2,QSO RLoud flat radio sp.,529.0,316,0.34,3.0E-10,0.694,199.40200000000002,34.421077777777775,0.18315887878702636
959,3FGL J1319.3+1402,RX J1319.4+1405,5BZBJ1319+1405,bll,199.8822606,14.09253359,0.573,HSP,15.497,0.99,0.0,0.0,4.3,1.8791459E-10,1.8654,PowerLaw,1.87,77.067,0,17.55,17.2,2091,5BZB J1319+1405,13,19,31.73,+,14,5,33.1,331.01,75.4,0.573," ",17.7,BL Lac,76.0,0,5.49,0.0,0.437,199.88220833333335,14.092527777777779,0.18369268502036804
965,3FGL J1322.8- 0938,PKS B1319-093,5BZQJ1322-0937,fsrq,200.6538027,-9.627166603,1.864,LSP,12.987,0.99,0.88,0.0,14.39,7.3653439E-10,2.6294,PowerLaw,2.63,403.5829,0,19.2623,0.0,2100,5BZQ J1322-0937,13,22,36.9,-,9,37,37.81,315.61,52.47,1.864," ",18.5,QSO RLoud flat radio sp.,403.0,0,0.0,5.0E-10,0.713,200.65375,-9.627169444444444,0.18732764058847884
967,3FGL J1322.9+0435,RBS 1257,5BZGJ1323+0439,bll,200.754333,4.66348623,0.224,HSP,16.355,0.99,0.0,0.83,6.13,2.7012892E-10,1.7396,PowerLaw,1.74,37.0896,4.49e- 12,17.275,17.24,2103,5BZG J1323+0439,13,23,1.01,+,4,39,51.58,322.84,66.3,0.224," ",17.9,BL Lac-galaxy dominated,37.0,0,2.55,0.0,0.394,200.75420833333334,4.664327777777778,3.0624167352807743
969,3FGL J1323.9+1405,RX J1323.9+1406,5BZBJ1323+1405,bll,200.993688,14.1002957,0.0,ISP,14.655,1.0,0.0,0.81,6.31,3.7922013E-10,2.076,PowerLaw,2.08,31.3213,1.70e- 12,17.9941,18.11,2108,5BZB J1323+1405,13,23,58.37,+,14,5,59.49,334.76,74.92,0.0," ",18.7,BL Lac,31.0,0,1.02,0.0,0.483,200.9932083333333,14.099858333333334,2.29869150252703
970,3FGL J1325.4- 4301,Cen A Core,5BZUJ1325-4301,rdg,201.3650634,-43.01911243,0.0018,LSP,13.446,1.0,1.0,0.96,43.86,3.4226764E-9,2.703,PowerLaw,2.7,342000.0,1.51e- 11,0.0,0.0,2116,5BZU J1325-4301,13,25,27.61,-,43,1,8.79,309.51,19.41,0.002," ",7.2,Blazar Uncertain type,5700.0,17923,5.43,3.0E-9,0.186,201.36504166666666,-43.019108333333335,0.059073873409977946
971,3FGL J1326.1+2931,TXS 1323+298,5BZBJ1326+2933,bll,201.56242,29.55856,0.0,ISP,14.475,1.0,0.83,0.0,4.81,2.2929128E-10,2.0695,PowerLaw,2.07,111.7528,0,19.0674,17.74,2121,5BZB J1326+2933,13,26,14.99,+,29,33,30.99,52.56,81.96,0.431," ",18.2,BL Lac,16.0,0,2.43,0.0,0.371,201.56245833333335,29.558608333333336,0.21138943058048418
972,3FGL J1326.8+2211,B2 1324+22,5BZQJ1327+2210,fsrq,201.7535888,22.18060077,1.4,LSP,12.895,1.0,0.95,0.0,26.22,1.6556837E-9,2.3336,LogParabola,2.45,850.6374,5.69e- 13,18.5647,18.48,2125,5BZQ J1327+2210,13,27,0.85,+,22,10,50.19,3.37,80.52,1.398,?,18.7,QSO RLoud flat radio sp.,850.0,653,0.32,1.9E-9,0.779,201.75354166666665,22.180608333333335,0.15946514173368767
973,3FGL J1327.9+2524,NVSS J132758+252750,5BZBJ1327+2527,bll,201.994385,25.4639422,0.0,ISP,14.56,0.98,0.0,0.0,4.31,1.373073E-10,1.6784,PowerLaw,1.68,10.2626,0,19.854,18.97,2128,5BZB J1327+2527,13,27,58.95,+,25,27,46.4,23.47,81.64,0.0," ",19.4,BL Lac,10.0,0,0.0,0.0,0.491,201.995625,25.462888888888887,5.533761415207038
975,3FGL J1330.0+4437,1RXS J133021.4+444117,5BZBJ1330+4441,bll,202.590037,44.6892218,0.0,ISP,14.56,0.98,0.0,0.0,7.3,3.2783326E-10,2.0257,PowerLaw,2.03,21.2261,1.32e- 12,0.0,18.0,2137,5BZB J1330+4441,13,30,21.53,+,44,41,20.29,101.51,70.78,0.0," ",18.5,BL Lac,21.0,0,0.75,0.0,0.427,202.58970833333333,44.68896944444444,1.2381088415063812
978,3FGL J1330.6+7002,NVSS J133025+700141,5BZBJ1330+7001,bll,202.6075354,70.02740877,0.0,ISP,14.32,1.0,0.0,0.87,10.88,3.8121492E-10,1.8433,PowerLaw,1.84,21.1784,1.53e- 12,16.9708,0.0,2138,5BZB J1330+7001,13,30,25.8,+,70,1,38.71,118.09,46.73,0.0," ",17.3,BL Lac,21.0,0,0.78,5.0E-10,0.314,202.6075,70.02741944444445,0.05806504768724631
979,3FGL J1330.9+5201,87GB 132842.6+521750,5BZUJ1330+5202,bcu I,202.677497,52.0376263,0.688,LSP,12.812,1.0,0.81,0.0,6.13,2.683351E-10,2.2487,PowerLaw,2.25,83.9938,0,20.9,18.4,2141,5BZU J1330+5202,13,30,42.6,+,52,2,15.5,109.07,64.02,0.688," ",19.9,Blazar Uncertain type,83.0,0,0.0,0.0,0.661,202.6775,52.037638888888885,0.04580435776364266
981,3FGL J1331.5+1711,TXS 1329+174,5BZBJ1331+1712,bll,202.8893517,17.21405419,0.0,LSP,13.495,0.99,0.8,0.0,9.14,3.5245593E-10,2.7635,PowerLaw,2.76,180.6751,3.80e- 13,18.3977,18.98,2146,5BZB J1331+1712,13,31,33.45,+,17,12,50.61,348.07,76.42,0.0," ",19.7,BL Lac,180.0,0,0.22,0.0,0.781,202.889375,17.214058333333334,0.08149925119099778
982,3FGL J1331.8+4718,B3 1330+476,5BZQJ1332+4722,fsrq,203.1885268,47.37296321,0.668,LSP,13.997,0.83,0.0,0.0,8.63,3.6401723E-10,2.5287,PowerLaw,2.53,233.7047,4.53e- 13,18.7343,16.88,2149,5BZQ J1332+4722,13,32,45.24,+,47,22,22.69,103.84,68.19,0.668," ",17.4,QSO RLoud flat radio sp.,233.0,0,0.26,3.0E-10,0.592,203.1885,47.37296944444444,0.06908583094470727
983,3FGL J1332.0- 0508,PKS 1329-049,5BZQJ1332-0509,fsrq,203.0186028,-5.162029356,2.15,LSP,13.098,1.0,0.95,0.84,49.71,4.6788E-9,2.4544,LogParabola,2.5,527.7424,5.82e- 13,18.2412,0.0,2147,5BZQ J1332-0509,13,32,4.45,-,5,9,43.3,321.36,56.24,2.15," ",18.4,QSO RLoud flat radio sp.,527.0,1396,0.29,5.0E-9,0.721,203.01854166666666,-5.162027777777778,0.21926103384886342
984,3FGL J1332.6- 1256,PMN J1332-1256,5BZQJ1332-1256,fsrq,203.1635476,-12.93759553,1.498,LSP,12.668,1.0,0.89,0.0,19.3,1.909537E-9,2.4171,PowerLaw,2.42,127.281,0,21.3384,0.0,2148,5BZQ J1332-1256,13,32,39.24,-,12,56,15.28,318.24,48.7,1.498," ",18.7,QSO RLoud flat radio sp.,127.0,0,0.09,3.5E-9,0.63,203.1635,-12.937577777777777,0.17881989394838338
985,3FGL J1332.8+2723,MG2 J133305+2725,5BZQJ1333+2725,fsrq,203.2812114,27.42177297,2.126,LSP,12.975,1.0,0.82,0.0,9.44,4.5505302E-10,2.3795,PowerLaw,2.38,218.2731,0,20.1528,19.47,2150,5BZQ J1333+2725,13,33,7.49,+,27,25,18.4,37.12,80.73,2.126," ",20.4,QSO RLoud flat radio sp.,218.0,344,0.0,4.0E-10,0.81,203.28120833333332,27.42177777777778,0.019889646808557808
986,3FGL J1333.7+5057,CLASS J1333+5057,5BZUJ1333+5057,fsrq,203.4740996,50.95997646,1.362,ISP,14.323,1.0,0.8,0.0,14.9,6.9198097E-10,2.4962,PowerLaw,2.5,54.525,0,0.0,18.95,2155,5BZU J1333+5057,13,33,53.77,+,50,57,36.0,107.09,64.84,1.362," ",19.6,Blazar Uncertain type,54.0,0,0.08,1.0E-9,0.543,203.4740416666667,50.96,0.1563269101956781
987,3FGL J1335.4- 2949,1ES 1332-295,5BZBJ1335-2950,bll,203.873676,-29.8436227,0.513,ISP,14.86,1.0,0.0,0.92,6.86,4.1041337E-10,2.0468,PowerLaw,2.05,10.7588,7.24e- 12,0.0,0.0,2159,5BZB J1335-2950,13,35,29.75,-,29,50,38.9,314.2,32.05,0.513,?,19.1,BL Lac,10.0,0,3.35,0.0,0.409,203.87395833333335,-29.84413888888889,2.056803395196708
988,3FGL J1337.6- 1257,PKS 1335-127,5BZQJ1337-1257,fsrq,204.4157616,-12.95685929,0.539,LSP,13.05,1.0,0.98,0.91,19.07,1.558584E-9,2.3663,LogParabola,2.44,2676.719,4.31e- 12,16.6152,0.0,2167,5BZQ J1337-1257,13,37,39.77,-,12,57,24.69,320.02,48.37,0.539," ",17.8,QSO RLoud flat radio sp.,2676.0,2772,1.77,1.8E-9,0.808,204.41570833333336,-12.956858333333333,0.18690936286981252
989,3FGL J1338.6- 2403,PKS 1336-237,5BZUJ1339-2401,bcu I,204.7572765,-24.02055736,0.657,LSP,13.879,0.99,0.87,0.0,7.89,4.5139731E-10,2.5763,PowerLaw,2.58,502.4668,0,17.4853,0.0,2170,5BZU J1339-2401,13,39,1.74,-,24,1,14.01,316.67,37.57,0.657,?,18.9,Blazar Uncertain type,502.0,0,0.0,6.0E-10,0.703,204.75725,-24.020558333333334,0.08720873138873161
990,3FGL J1338.9+6532,87GB 133543.8+654752,5BZQJ1337+6532,fsrq,204.3169153,65.54619903,0.946,LSP,13.574,0.93,0.0,0.0,7.27,1.3469062E-10,3.0199,PowerLaw,3.02,211.0996,0,19.8753,19.27,2165,5BZQ J1337+6532,13,37,16.06,+,65,32,46.28,115.43,50.91,0.946," ",19.3,QSO RLoud flat radio sp.,211.0,0,0.0,0.0,0.699,204.31691666666666,65.54618888888889,0.036564766260665016
991,3FGL J1339.0+1153,SDSS J133859.05+115316.7,5BZBJ1338+1153,bll,204.7460512,11.88797231,0.0,ISP,14.32,1.0,0.0,0.0,11.52,6.6324202E-10,1.9654,PowerLaw,1.97,16.122,0,18.0032,17.39,2169,5BZB J1338+1153,13,38,59.05,+,11,53,16.69,341.43,71.11,0.0," ",17.8,BL Lac,16.0,0,0.39,9.0E-10,0.442,204.74604166666666,11.887969444444444,0.03513259315723006
992,3FGL J1339.8- 0133,PKS 1337-013,5BZQJ1340-0137,fsrq,205.0192295,-1.629595258,1.62,LSP,13.038,0.98,0.0,0.0,5.0,3.1225056E-10,2.4688,PowerLaw,2.47,176.1054,0,18.7678,18.44,2173,5BZQ J1340-0137,13,40,4.61,-,1,37,46.48,327.02,58.94,1.62," ",18.8,QSO RLoud flat radio sp.,175.0,0,0.0,0.0,0.677,205.01920833333332,-1.6295777777777778,0.09880171126382142
